quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260330_001,2026-03-30,PROD_GLASS_B2,BATCH_2026_03_30_001,54,SURFACE_SCRATCH,0.59
qual_20260330_002,2026-03-30,PROD_GLASS_C3,BATCH_2026_03_30_002,171,OTHER,2.97
qual_20260330_003,2026-03-30,PROD_GLASS_C3,BATCH_2026_03_30_003,41,OTHER,0.64
qual_20260330_004,2026-03-30,PROD_GLASS_C3,BATCH_2026_03_30_004,23,DISCOLORATION,0.26
qual_20260330_005,2026-03-30,PROD_GLASS_C3,BATCH_2026_03_30_005,248,SURFACE_SCRATCH,2.63
qual_20260330_006,2026-03-30,PROD_GLASS_B2,BATCH_2026_03_30_006,19,CRACK,0.22
qual_20260330_007,2026-03-30,PROD_GLASS_B2,BATCH_2026_03_30_007,54,CRACK,1.02
qual_20260330_008,2026-03-30,PROD_GLASS_C3,BATCH_2026_03_30_008,12,OTHER,0.13
qual_20260330_009,2026-03-30,PROD_GLASS_C3,BATCH_2026_03_30_009,72,OTHER,0.96
qual_20260330_010,2026-03-30,PROD_GLASS_C3,BATCH_2026_03_30_010,74,DISCOLORATION,1.0
qual_20260330_011,2026-03-30,PROD_GLASS_A1,BATCH_2026_03_30_011,77,OTHER,1.43
qual_20260330_012,2026-03-30,PROD_GLASS_C3,BATCH_2026_03_30_012,47,DIMENSION_OFF,0.77
