quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260119_001,2026-01-19,PROD_GLASS_B2,BATCH_2026_01_19_001,54,OTHER,0.85
qual_20260119_002,2026-01-19,PROD_GLASS_A1,BATCH_2026_01_19_002,57,BUBBLE,0.58
qual_20260119_003,2026-01-19,PROD_GLASS_C3,BATCH_2026_01_19_003,14,DISCOLORATION,0.15
qual_20260119_004,2026-01-19,PROD_GLASS_A1,BATCH_2026_01_19_004,127,OTHER,1.31
qual_20260119_005,2026-01-19,PROD_GLASS_A1,BATCH_2026_01_19_005,82,SURFACE_SCRATCH,1.23
qual_20260119_006,2026-01-19,PROD_GLASS_C3,BATCH_2026_01_19_006,17,CRACK,0.2
qual_20260119_007,2026-01-19,PROD_GLASS_A1,BATCH_2026_01_19_007,74,OTHER,0.9
qual_20260119_008,2026-01-19,PROD_GLASS_B2,BATCH_2026_01_19_008,132,SURFACE_SCRATCH,2.03
qual_20260119_009,2026-01-19,PROD_GLASS_C3,BATCH_2026_01_19_009,47,OTHER,0.91
qual_20260119_010,2026-01-19,PROD_GLASS_A1,BATCH_2026_01_19_010,118,DIMENSION_OFF,2.5
qual_20260119_011,2026-01-19,PROD_GLASS_B2,BATCH_2026_01_19_011,99,OTHER,1.34
qual_20260119_012,2026-01-19,PROD_GLASS_B2,BATCH_2026_01_19_012,69,OTHER,1.39
