inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260125_01,2026-01-25,PROD_GLASS_A1,WAREHOUSE_US_01,13311,10176,2319,21168
inv_20260125_02,2026-01-25,PROD_GLASS_A1,WAREHOUSE_EU_01,5173,10176,0,15349
inv_20260125_03,2026-01-25,PROD_GLASS_A1,WAREHOUSE_APAC_01,12060,10176,2337,19899
inv_20260125_04,2026-01-25,PROD_GLASS_A1,WAREHOUSE_US_02,6768,10176,0,16944
inv_20260125_05,2026-01-25,PROD_GLASS_A1,WAREHOUSE_APAC_02,13901,10176,0,24077
inv_20260125_06,2026-01-25,PROD_GLASS_A1,WAREHOUSE_EU_02,12200,10176,0,22376
inv_20260125_07,2026-01-25,PROD_GLASS_B2,WAREHOUSE_US_01,12759,27839,0,40598
inv_20260125_08,2026-01-25,PROD_GLASS_B2,WAREHOUSE_EU_01,13487,27839,1710,39616
inv_20260125_09,2026-01-25,PROD_GLASS_B2,WAREHOUSE_APAC_01,14620,27839,0,42459
inv_20260125_10,2026-01-25,PROD_GLASS_B2,WAREHOUSE_US_02,11647,27839,0,39486
inv_20260125_11,2026-01-25,PROD_GLASS_B2,WAREHOUSE_APAC_02,8440,27839,0,36279
inv_20260125_12,2026-01-25,PROD_GLASS_B2,WAREHOUSE_EU_02,13414,27839,0,41253
inv_20260125_13,2026-01-25,PROD_GLASS_C3,WAREHOUSE_US_01,11065,18474,0,29539
inv_20260125_14,2026-01-25,PROD_GLASS_C3,WAREHOUSE_EU_01,11718,18474,0,30192
inv_20260125_15,2026-01-25,PROD_GLASS_C3,WAREHOUSE_APAC_01,7331,18474,0,25805
inv_20260125_16,2026-01-25,PROD_GLASS_C3,WAREHOUSE_US_02,12587,18474,0,31061
inv_20260125_17,2026-01-25,PROD_GLASS_C3,WAREHOUSE_APAC_02,8657,18474,0,27131
inv_20260125_18,2026-01-25,PROD_GLASS_C3,WAREHOUSE_EU_02,11308,18474,0,29782
