inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260107_01,2026-01-07,PROD_GLASS_A1,WAREHOUSE_US_01,5200,6135,596,10739
inv_20260107_02,2026-01-07,PROD_GLASS_A1,WAREHOUSE_EU_01,11576,6135,667,17044
inv_20260107_03,2026-01-07,PROD_GLASS_A1,WAREHOUSE_APAC_01,9871,6135,0,16006
inv_20260107_04,2026-01-07,PROD_GLASS_A1,WAREHOUSE_US_02,10043,6135,0,16178
inv_20260107_05,2026-01-07,PROD_GLASS_A1,WAREHOUSE_APAC_02,9534,6135,0,15669
inv_20260107_06,2026-01-07,PROD_GLASS_A1,WAREHOUSE_EU_02,9963,6135,0,16098
inv_20260107_07,2026-01-07,PROD_GLASS_B2,WAREHOUSE_US_01,11896,14491,0,26387
inv_20260107_08,2026-01-07,PROD_GLASS_B2,WAREHOUSE_EU_01,13267,14491,0,27758
inv_20260107_09,2026-01-07,PROD_GLASS_B2,WAREHOUSE_APAC_01,13981,14491,589,27883
inv_20260107_10,2026-01-07,PROD_GLASS_B2,WAREHOUSE_US_02,12007,14491,0,26498
inv_20260107_11,2026-01-07,PROD_GLASS_B2,WAREHOUSE_APAC_02,4038,14491,0,18529
inv_20260107_12,2026-01-07,PROD_GLASS_B2,WAREHOUSE_EU_02,4896,14491,0,19387
inv_20260107_13,2026-01-07,PROD_GLASS_C3,WAREHOUSE_US_01,9893,32703,3930,38666
inv_20260107_14,2026-01-07,PROD_GLASS_C3,WAREHOUSE_EU_01,8175,32703,1758,39120
inv_20260107_15,2026-01-07,PROD_GLASS_C3,WAREHOUSE_APAC_01,14660,32703,0,47363
inv_20260107_16,2026-01-07,PROD_GLASS_C3,WAREHOUSE_US_02,7643,32703,0,40346
inv_20260107_17,2026-01-07,PROD_GLASS_C3,WAREHOUSE_APAC_02,7020,32703,0,39723
inv_20260107_18,2026-01-07,PROD_GLASS_C3,WAREHOUSE_EU_02,10726,32703,0,43429
