quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260304_001,2026-03-04,PROD_GLASS_A1,BATCH_2026_03_04_001,88,DIMENSION_OFF,1.28
qual_20260304_002,2026-03-04,PROD_GLASS_B2,BATCH_2026_03_04_002,166,BUBBLE,4.16
qual_20260304_003,2026-03-04,PROD_GLASS_A1,BATCH_2026_03_04_003,35,OTHER,0.59
qual_20260304_004,2026-03-04,PROD_GLASS_C3,BATCH_2026_03_04_004,154,DISCOLORATION,2.6
qual_20260304_005,2026-03-04,PROD_GLASS_A1,BATCH_2026_03_04_005,45,SURFACE_SCRATCH,0.52
qual_20260304_006,2026-03-04,PROD_GLASS_B2,BATCH_2026_03_04_006,350,DIMENSION_OFF,3.78
qual_20260304_007,2026-03-04,PROD_GLASS_A1,BATCH_2026_03_04_007,46,DISCOLORATION,0.7
qual_20260304_008,2026-03-04,PROD_GLASS_A1,BATCH_2026_03_04_008,60,DIMENSION_OFF,1.02
qual_20260304_009,2026-03-04,PROD_GLASS_B2,BATCH_2026_03_04_009,344,OTHER,3.87
qual_20260304_010,2026-03-04,PROD_GLASS_A1,BATCH_2026_03_04_010,358,DIMENSION_OFF,4.87
qual_20260304_011,2026-03-04,PROD_GLASS_B2,BATCH_2026_03_04_011,45,DISCOLORATION,0.87
qual_20260304_012,2026-03-04,PROD_GLASS_C3,BATCH_2026_03_04_012,48,BUBBLE,0.49
