production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260312_001,2026-03-12,PLANT_EU_01,PROD_GLASS_A1,3726,MACHINE_LINE_03,845.3,3330.38,77
prod_20260312_002,2026-03-12,PLANT_EU_01,PROD_GLASS_C3,5642,MACHINE_LINE_01,827.9,5182.13,1
prod_20260312_003,2026-03-12,PLANT_US_01,PROD_GLASS_A1,6537,MACHINE_LINE_01,863.9,5543.98,15
prod_20260312_004,2026-03-12,PLANT_US_01,PROD_GLASS_B2,6333,MACHINE_LINE_07,837.9,5669.86,14
prod_20260312_005,2026-03-12,PLANT_EU_01,PROD_GLASS_A1,6930,MACHINE_LINE_05,857.2,5877.1,4
prod_20260312_006,2026-03-12,PLANT_APAC_01,PROD_GLASS_C3,4727,MACHINE_LINE_06,839.3,4184.57,8
prod_20260312_007,2026-03-12,PLANT_APAC_01,PROD_GLASS_C3,3797,MACHINE_LINE_05,854.2,3444.6,72
prod_20260312_008,2026-03-12,PLANT_APAC_01,PROD_GLASS_A1,4344,MACHINE_LINE_06,834.7,3980.39,23
prod_20260312_009,2026-03-12,PLANT_APAC_01,PROD_GLASS_A1,4431,MACHINE_LINE_02,874.2,3932.33,15
prod_20260312_010,2026-03-12,PLANT_US_01,PROD_GLASS_B2,6284,MACHINE_LINE_01,861.7,5596.64,3
prod_20260312_011,2026-03-12,PLANT_US_01,PROD_GLASS_A1,3891,MACHINE_LINE_07,844.1,3782.9,64
prod_20260312_012,2026-03-12,PLANT_EU_01,PROD_GLASS_C3,3610,MACHINE_LINE_02,836.1,3315.18,0
