shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260126_001,PO_2026_01_001,PROD_GLASS_B2,2020,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-01-21,2026-02-06,2026-02-06,0,DELIVERED
ship_20260126_002,PO_2026_01_002,PROD_GLASS_B2,1099,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-01-26,2026-02-19,,0,PENDING
ship_20260126_003,PO_2026_01_003,PROD_GLASS_C3,521,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_02,2026-01-20,2026-02-03,2026-02-03,0,DELIVERED
ship_20260126_004,PO_2026_01_004,PROD_GLASS_A1,1586,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_02,2026-01-26,2026-01-31,,0,PENDING
ship_20260126_005,PO_2026_01_005,PROD_GLASS_A1,1775,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_02,2026-01-26,2026-02-04,,0,PENDING
ship_20260126_006,PO_2026_01_006,PROD_GLASS_C3,1029,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_02,2026-01-24,2026-02-10,2026-02-10,0,DELIVERED
ship_20260126_007,PO_2026_01_007,PROD_GLASS_A1,893,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_02,2026-01-26,2026-01-31,,0,PENDING
ship_20260126_008,PO_2026_01_008,PROD_GLASS_A1,2254,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-01-26,2026-02-19,,0,PENDING
ship_20260126_009,PO_2026_01_009,PROD_GLASS_C3,2169,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-01-22,2026-02-03,,0,IN_TRANSIT
ship_20260126_010,PO_2026_01_010,PROD_GLASS_A1,2358,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-01-25,2026-02-08,2026-02-08,0,DELIVERED
