quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260220_001,2026-02-20,PROD_GLASS_B2,BATCH_2026_02_20_001,71,OTHER,1.33
qual_20260220_002,2026-02-20,PROD_GLASS_A1,BATCH_2026_02_20_002,25,CRACK,0.41
qual_20260220_003,2026-02-20,PROD_GLASS_A1,BATCH_2026_02_20_003,15,SURFACE_SCRATCH,0.2
qual_20260220_004,2026-02-20,PROD_GLASS_A1,BATCH_2026_02_20_004,45,DIMENSION_OFF,0.68
qual_20260220_005,2026-02-20,PROD_GLASS_B2,BATCH_2026_02_20_005,175,CRACK,3.82
qual_20260220_006,2026-02-20,PROD_GLASS_B2,BATCH_2026_02_20_006,233,SURFACE_SCRATCH,3.39
qual_20260220_007,2026-02-20,PROD_GLASS_C3,BATCH_2026_02_20_007,80,CRACK,1.37
qual_20260220_008,2026-02-20,PROD_GLASS_B2,BATCH_2026_02_20_008,28,CRACK,0.43
qual_20260220_009,2026-02-20,PROD_GLASS_C3,BATCH_2026_02_20_009,42,CRACK,0.58
qual_20260220_010,2026-02-20,PROD_GLASS_C3,BATCH_2026_02_20_010,37,CRACK,0.79
qual_20260220_011,2026-02-20,PROD_GLASS_C3,BATCH_2026_02_20_011,31,CRACK,0.54
qual_20260220_012,2026-02-20,PROD_GLASS_B2,BATCH_2026_02_20_012,21,DISCOLORATION,0.43
