quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260105_001,2026-01-05,PROD_GLASS_B2,BATCH_2026_01_05_001,85,CRACK,0.93
qual_20260105_002,2026-01-05,PROD_GLASS_C3,BATCH_2026_01_05_002,36,CRACK,0.49
qual_20260105_003,2026-01-05,PROD_GLASS_C3,BATCH_2026_01_05_003,67,CRACK,0.95
qual_20260105_004,2026-01-05,PROD_GLASS_B2,BATCH_2026_01_05_004,18,DIMENSION_OFF,0.2
qual_20260105_005,2026-01-05,PROD_GLASS_B2,BATCH_2026_01_05_005,77,CRACK,1.05
qual_20260105_006,2026-01-05,PROD_GLASS_B2,BATCH_2026_01_05_006,113,OTHER,1.14
qual_20260105_007,2026-01-05,PROD_GLASS_C3,BATCH_2026_01_05_007,129,BUBBLE,1.31
qual_20260105_008,2026-01-05,PROD_GLASS_C3,BATCH_2026_01_05_008,77,DIMENSION_OFF,1.47
qual_20260105_009,2026-01-05,PROD_GLASS_C3,BATCH_2026_01_05_009,15,BUBBLE,0.26
qual_20260105_010,2026-01-05,PROD_GLASS_B2,BATCH_2026_01_05_010,61,OTHER,1.32
qual_20260105_011,2026-01-05,PROD_GLASS_B2,BATCH_2026_01_05_011,62,BUBBLE,0.64
qual_20260105_012,2026-01-05,PROD_GLASS_B2,BATCH_2026_01_05_012,117,BUBBLE,1.41
