shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260313_001,PO_2026_03_001,PROD_GLASS_B2,1824,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_02,2026-03-07,2026-03-28,,0,IN_TRANSIT
ship_20260313_002,PO_2026_03_002,PROD_GLASS_C3,2084,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_01,2026-03-13,2026-03-29,,0,PENDING
ship_20260313_003,PO_2026_03_003,PROD_GLASS_B2,745,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_02,2026-03-10,2026-03-23,2026-03-23,0,DELIVERED
ship_20260313_004,PO_2026_03_004,PROD_GLASS_C3,2280,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-03-07,2026-03-21,,0,IN_TRANSIT
ship_20260313_005,PO_2026_03_005,PROD_GLASS_A1,2235,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-03-12,2026-03-21,2026-03-21,0,DELIVERED
ship_20260313_006,PO_2026_03_006,PROD_GLASS_C3,2319,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_01,2026-03-12,2026-03-21,2026-03-24,3,DELIVERED
ship_20260313_007,PO_2026_03_007,PROD_GLASS_B2,1701,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_02,2026-03-13,2026-03-20,,0,PENDING
ship_20260313_008,PO_2026_03_008,PROD_GLASS_A1,1025,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-03-10,2026-03-23,2026-03-23,0,DELIVERED
ship_20260313_009,PO_2026_03_009,PROD_GLASS_A1,1835,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_02,2026-03-11,2026-03-19,2026-03-19,0,DELIVERED
ship_20260313_010,PO_2026_03_010,PROD_GLASS_A1,1544,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_02,2026-03-12,2026-03-21,2026-03-21,0,DELIVERED
