inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260128_01,2026-01-28,PROD_GLASS_A1,WAREHOUSE_US_01,7994,23937,0,31931
inv_20260128_02,2026-01-28,PROD_GLASS_A1,WAREHOUSE_EU_01,9921,23937,4820,29038
inv_20260128_03,2026-01-28,PROD_GLASS_A1,WAREHOUSE_APAC_01,9600,23937,3360,30177
inv_20260128_04,2026-01-28,PROD_GLASS_A1,WAREHOUSE_US_02,14397,23937,0,38334
inv_20260128_05,2026-01-28,PROD_GLASS_A1,WAREHOUSE_APAC_02,7036,23937,0,30973
inv_20260128_06,2026-01-28,PROD_GLASS_A1,WAREHOUSE_EU_02,6193,23937,0,30130
inv_20260128_07,2026-01-28,PROD_GLASS_B2,WAREHOUSE_US_01,11131,10308,0,21439
inv_20260128_08,2026-01-28,PROD_GLASS_B2,WAREHOUSE_EU_01,13150,10308,0,23458
inv_20260128_09,2026-01-28,PROD_GLASS_B2,WAREHOUSE_APAC_01,4412,10308,0,14720
inv_20260128_10,2026-01-28,PROD_GLASS_B2,WAREHOUSE_US_02,11015,10308,0,21323
inv_20260128_11,2026-01-28,PROD_GLASS_B2,WAREHOUSE_APAC_02,9394,10308,0,19702
inv_20260128_12,2026-01-28,PROD_GLASS_B2,WAREHOUSE_EU_02,12676,10308,0,22984
inv_20260128_13,2026-01-28,PROD_GLASS_C3,WAREHOUSE_US_01,12537,18146,0,30683
inv_20260128_14,2026-01-28,PROD_GLASS_C3,WAREHOUSE_EU_01,12734,18146,0,30880
inv_20260128_15,2026-01-28,PROD_GLASS_C3,WAREHOUSE_APAC_01,14238,18146,0,32384
inv_20260128_16,2026-01-28,PROD_GLASS_C3,WAREHOUSE_US_02,9997,18146,0,28143
inv_20260128_17,2026-01-28,PROD_GLASS_C3,WAREHOUSE_APAC_02,4025,18146,0,22171
inv_20260128_18,2026-01-28,PROD_GLASS_C3,WAREHOUSE_EU_02,11860,18146,0,30006
