supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-01-04,2026-01-04,0,88.3
SUP_GLASS_RAW_02,Supplier_02,Logistics,2026-01-07,2026-01-07,0,91.9
SUP_METAL_FRAME_01,Supplier_01,Components,2026-01-09,2026-01-08,1,92.2
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-01-04,2026-01-04,0,90.8
SUP_ADHESIVE_01,Supplier_01,Components,2026-01-05,2026-01-04,1,87.4
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-01-04,2026-01-04,0,89.1
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-01-07,2026-01-07,0,91.6
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-01-07,2026-01-07,0,89.7
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-01-04,2026-01-04,0,90.3
SUP_PACKAGING_01,Supplier_01,Packaging,2026-01-05,2026-01-05,0,88.5
SUP_PACKAGING_02,Supplier_02,Packaging,2026-01-05,2026-01-05,0,91.3
