supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-02-08,2026-02-06,2,90.2
SUP_GLASS_RAW_02,Supplier_02,Logistics,2026-02-09,2026-02-09,0,88.2
SUP_METAL_FRAME_01,Supplier_01,Logistics,2026-02-08,2026-02-08,0,92.5
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-02-06,2026-02-06,0,93.8
SUP_ADHESIVE_01,Supplier_01,Packaging,2026-02-07,2026-02-07,0,85.5
SUP_ADHESIVE_02,Supplier_02,Components,2026-02-09,2026-02-09,0,90.7
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-02-10,2026-02-10,0,89.7
SUP_LOGISTICS_02,Supplier_02,Components,2026-02-10,2026-02-10,0,95.4
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-02-09,2026-02-09,0,86.3
SUP_PACKAGING_01,Supplier_01,Components,2026-02-09,2026-02-09,0,96.9
SUP_PACKAGING_02,Supplier_02,Packaging,2026-02-09,2026-02-09,0,92.2
