quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260327_001,2026-03-27,PROD_GLASS_A1,BATCH_2026_03_27_001,66,SURFACE_SCRATCH,1.41
qual_20260327_002,2026-03-27,PROD_GLASS_C3,BATCH_2026_03_27_002,23,DISCOLORATION,0.3
qual_20260327_003,2026-03-27,PROD_GLASS_B2,BATCH_2026_03_27_003,17,DISCOLORATION,0.24
qual_20260327_004,2026-03-27,PROD_GLASS_B2,BATCH_2026_03_27_004,6,SURFACE_SCRATCH,0.1
qual_20260327_005,2026-03-27,PROD_GLASS_A1,BATCH_2026_03_27_005,67,DIMENSION_OFF,1.37
qual_20260327_006,2026-03-27,PROD_GLASS_B2,BATCH_2026_03_27_006,64,DIMENSION_OFF,1.36
qual_20260327_007,2026-03-27,PROD_GLASS_A1,BATCH_2026_03_27_007,60,CRACK,1.43
qual_20260327_008,2026-03-27,PROD_GLASS_B2,BATCH_2026_03_27_008,22,DISCOLORATION,0.36
qual_20260327_009,2026-03-27,PROD_GLASS_B2,BATCH_2026_03_27_009,66,CRACK,1.0
qual_20260327_010,2026-03-27,PROD_GLASS_A1,BATCH_2026_03_27_010,157,OTHER,3.07
qual_20260327_011,2026-03-27,PROD_GLASS_C3,BATCH_2026_03_27_011,88,SURFACE_SCRATCH,0.98
qual_20260327_012,2026-03-27,PROD_GLASS_A1,BATCH_2026_03_27_012,460,SURFACE_SCRATCH,4.81
