supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2025-12-31,2025-12-31,0,86.9
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-01-01,2026-01-01,0,90.0
SUP_METAL_FRAME_01,Supplier_01,Packaging,2025-12-30,2025-12-30,0,92.2
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-01-02,2026-01-02,0,86.2
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-01-03,2026-01-03,0,95.7
SUP_ADHESIVE_02,Supplier_02,Packaging,2025-12-30,2025-12-30,0,92.5
SUP_LOGISTICS_01,Supplier_01,Packaging,2025-12-31,2025-12-31,0,96.4
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-01-01,2025-12-30,2,90.1
SUP_LOGISTICS_03,Supplier_03,Components,2026-01-03,2026-01-03,0,91.8
SUP_PACKAGING_01,Supplier_01,Components,2025-12-30,2025-12-30,0,93.1
SUP_PACKAGING_02,Supplier_02,Components,2026-01-02,2026-01-02,0,86.2
