inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260108_01,2026-01-08,PROD_GLASS_A1,WAREHOUSE_US_01,12138,24492,5149,31481
inv_20260108_02,2026-01-08,PROD_GLASS_A1,WAREHOUSE_EU_01,14930,24492,0,39422
inv_20260108_03,2026-01-08,PROD_GLASS_A1,WAREHOUSE_APAC_01,13130,24492,0,37622
inv_20260108_04,2026-01-08,PROD_GLASS_A1,WAREHOUSE_US_02,13679,24492,0,38171
inv_20260108_05,2026-01-08,PROD_GLASS_A1,WAREHOUSE_APAC_02,9771,24492,0,34263
inv_20260108_06,2026-01-08,PROD_GLASS_A1,WAREHOUSE_EU_02,9704,24492,0,34196
inv_20260108_07,2026-01-08,PROD_GLASS_B2,WAREHOUSE_US_01,5001,13484,0,18485
inv_20260108_08,2026-01-08,PROD_GLASS_B2,WAREHOUSE_EU_01,7587,13484,0,21071
inv_20260108_09,2026-01-08,PROD_GLASS_B2,WAREHOUSE_APAC_01,12668,13484,0,26152
inv_20260108_10,2026-01-08,PROD_GLASS_B2,WAREHOUSE_US_02,11094,13484,0,24578
inv_20260108_11,2026-01-08,PROD_GLASS_B2,WAREHOUSE_APAC_02,11197,13484,0,24681
inv_20260108_12,2026-01-08,PROD_GLASS_B2,WAREHOUSE_EU_02,7794,13484,0,21278
inv_20260108_13,2026-01-08,PROD_GLASS_C3,WAREHOUSE_US_01,5102,17819,3739,19182
inv_20260108_14,2026-01-08,PROD_GLASS_C3,WAREHOUSE_EU_01,11755,17819,0,29574
inv_20260108_15,2026-01-08,PROD_GLASS_C3,WAREHOUSE_APAC_01,12767,17819,0,30586
inv_20260108_16,2026-01-08,PROD_GLASS_C3,WAREHOUSE_US_02,10450,17819,0,28269
inv_20260108_17,2026-01-08,PROD_GLASS_C3,WAREHOUSE_APAC_02,9339,17819,0,27158
inv_20260108_18,2026-01-08,PROD_GLASS_C3,WAREHOUSE_EU_02,6893,17819,0,24712
