quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260315_001,2026-03-15,PROD_GLASS_A1,BATCH_2026_03_15_001,116,DIMENSION_OFF,2.85
qual_20260315_002,2026-03-15,PROD_GLASS_C3,BATCH_2026_03_15_002,59,OTHER,0.64
qual_20260315_003,2026-03-15,PROD_GLASS_B2,BATCH_2026_03_15_003,42,DIMENSION_OFF,0.65
qual_20260315_004,2026-03-15,PROD_GLASS_C3,BATCH_2026_03_15_004,47,SURFACE_SCRATCH,0.94
qual_20260315_005,2026-03-15,PROD_GLASS_A1,BATCH_2026_03_15_005,22,OTHER,0.35
qual_20260315_006,2026-03-15,PROD_GLASS_C3,BATCH_2026_03_15_006,84,DIMENSION_OFF,1.16
qual_20260315_007,2026-03-15,PROD_GLASS_C3,BATCH_2026_03_15_007,327,CRACK,4.42
qual_20260315_008,2026-03-15,PROD_GLASS_A1,BATCH_2026_03_15_008,55,DISCOLORATION,1.28
qual_20260315_009,2026-03-15,PROD_GLASS_C3,BATCH_2026_03_15_009,102,DISCOLORATION,1.19
qual_20260315_010,2026-03-15,PROD_GLASS_B2,BATCH_2026_03_15_010,60,DISCOLORATION,0.74
qual_20260315_011,2026-03-15,PROD_GLASS_C3,BATCH_2026_03_15_011,27,DISCOLORATION,0.36
qual_20260315_012,2026-03-15,PROD_GLASS_B2,BATCH_2026_03_15_012,93,SURFACE_SCRATCH,1.34
