supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Packaging,2026-04-02,2026-04-02,0,91.2
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-04-04,2026-04-03,1,89.9
SUP_METAL_FRAME_01,Supplier_01,Components,2026-04-02,2026-04-01,1,95.0
SUP_METAL_FRAME_02,Supplier_02,Raw Materials,2026-04-05,2026-04-05,0,96.3
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-04-04,2026-04-04,0,93.2
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-04-02,2026-04-02,0,89.4
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-04-01,2026-04-01,0,95.1
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-04-03,2026-04-03,0,87.6
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-04-02,2026-04-02,0,91.4
SUP_PACKAGING_01,Supplier_01,Logistics,2026-04-04,2026-04-04,0,90.2
SUP_PACKAGING_02,Supplier_02,Raw Materials,2026-04-04,2026-04-04,0,94.7
