quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260208_001,2026-02-08,PROD_GLASS_A1,BATCH_2026_02_08_001,49,DIMENSION_OFF,1.23
qual_20260208_002,2026-02-08,PROD_GLASS_B2,BATCH_2026_02_08_002,295,SURFACE_SCRATCH,3.21
qual_20260208_003,2026-02-08,PROD_GLASS_B2,BATCH_2026_02_08_003,10,DISCOLORATION,0.16
qual_20260208_004,2026-02-08,PROD_GLASS_B2,BATCH_2026_02_08_004,64,DIMENSION_OFF,1.41
qual_20260208_005,2026-02-08,PROD_GLASS_A1,BATCH_2026_02_08_005,481,SURFACE_SCRATCH,4.83
qual_20260208_006,2026-02-08,PROD_GLASS_A1,BATCH_2026_02_08_006,77,OTHER,1.39
qual_20260208_007,2026-02-08,PROD_GLASS_B2,BATCH_2026_02_08_007,4,DISCOLORATION,0.1
qual_20260208_008,2026-02-08,PROD_GLASS_C3,BATCH_2026_02_08_008,172,SURFACE_SCRATCH,2.38
qual_20260208_009,2026-02-08,PROD_GLASS_A1,BATCH_2026_02_08_009,31,DIMENSION_OFF,0.44
qual_20260208_010,2026-02-08,PROD_GLASS_B2,BATCH_2026_02_08_010,186,CRACK,4.44
qual_20260208_011,2026-02-08,PROD_GLASS_C3,BATCH_2026_02_08_011,34,BUBBLE,0.65
qual_20260208_012,2026-02-08,PROD_GLASS_B2,BATCH_2026_02_08_012,13,OTHER,0.32
