production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260328_001,2026-03-28,PLANT_US_01,PROD_GLASS_B2,5158,MACHINE_LINE_01,843.4,4633.53,13
prod_20260328_002,2026-03-28,PLANT_APAC_01,PROD_GLASS_B2,5678,MACHINE_LINE_06,842.0,4982.03,20
prod_20260328_003,2026-03-28,PLANT_APAC_01,PROD_GLASS_A1,4735,MACHINE_LINE_02,870.1,4080.16,11
prod_20260328_004,2026-03-28,PLANT_US_01,PROD_GLASS_C3,5566,MACHINE_LINE_07,843.6,5175.06,15
prod_20260328_005,2026-03-28,PLANT_APAC_01,PROD_GLASS_A1,6068,MACHINE_LINE_05,856.4,5247.85,18
prod_20260328_006,2026-03-28,PLANT_APAC_01,PROD_GLASS_C3,2919,MACHINE_LINE_04,872.4,2500.01,102
prod_20260328_007,2026-03-28,PLANT_US_01,PROD_GLASS_A1,6121,MACHINE_LINE_03,845.4,5679.97,16
prod_20260328_008,2026-03-28,PLANT_US_01,PROD_GLASS_A1,4809,MACHINE_LINE_06,852.4,4360.13,12
prod_20260328_009,2026-03-28,PLANT_EU_01,PROD_GLASS_C3,6556,MACHINE_LINE_02,840.5,5837.04,6
prod_20260328_010,2026-03-28,PLANT_US_01,PROD_GLASS_B2,6455,MACHINE_LINE_07,852.4,5448.88,14
prod_20260328_011,2026-03-28,PLANT_APAC_01,PROD_GLASS_A1,4313,MACHINE_LINE_01,831.5,3897.71,31
prod_20260328_012,2026-03-28,PLANT_US_01,PROD_GLASS_A1,5128,MACHINE_LINE_07,855.7,4580.27,9
