quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260211_001,2026-02-11,PROD_GLASS_B2,BATCH_2026_02_11_001,104,DISCOLORATION,1.42
qual_20260211_002,2026-02-11,PROD_GLASS_C3,BATCH_2026_02_11_002,252,OTHER,2.98
qual_20260211_003,2026-02-11,PROD_GLASS_A1,BATCH_2026_02_11_003,47,DIMENSION_OFF,0.64
qual_20260211_004,2026-02-11,PROD_GLASS_A1,BATCH_2026_02_11_004,78,CRACK,1.11
qual_20260211_005,2026-02-11,PROD_GLASS_A1,BATCH_2026_02_11_005,49,BUBBLE,0.98
qual_20260211_006,2026-02-11,PROD_GLASS_B2,BATCH_2026_02_11_006,94,BUBBLE,1.04
qual_20260211_007,2026-02-11,PROD_GLASS_B2,BATCH_2026_02_11_007,429,SURFACE_SCRATCH,4.71
qual_20260211_008,2026-02-11,PROD_GLASS_C3,BATCH_2026_02_11_008,53,BUBBLE,0.89
qual_20260211_009,2026-02-11,PROD_GLASS_B2,BATCH_2026_02_11_009,103,SURFACE_SCRATCH,1.14
qual_20260211_010,2026-02-11,PROD_GLASS_A1,BATCH_2026_02_11_010,35,SURFACE_SCRATCH,0.88
qual_20260211_011,2026-02-11,PROD_GLASS_B2,BATCH_2026_02_11_011,71,DISCOLORATION,0.91
qual_20260211_012,2026-02-11,PROD_GLASS_A1,BATCH_2026_02_11_012,20,SURFACE_SCRATCH,0.22
