supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-03-04,2026-03-04,0,82.7
SUP_GLASS_RAW_02,Supplier_02,Components,2026-03-05,2026-03-05,0,90.4
SUP_METAL_FRAME_01,Supplier_01,Packaging,2026-03-06,2026-03-06,0,87.3
SUP_METAL_FRAME_02,Supplier_02,Raw Materials,2026-03-04,2026-03-04,0,87.3
SUP_ADHESIVE_01,Supplier_01,Packaging,2026-03-03,2026-03-03,0,92.4
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-03-07,2026-03-07,0,91.4
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-03-04,2026-03-04,0,91.8
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-03-04,2026-03-03,1,96.3
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-03-06,2026-03-06,0,91.6
SUP_PACKAGING_01,Supplier_01,Logistics,2026-03-06,2026-03-06,0,89.3
SUP_PACKAGING_02,Supplier_02,Logistics,2026-03-07,2026-03-05,2,89.5
