production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260112_001,2026-01-12,PLANT_EU_01,PROD_GLASS_C3,6975,MACHINE_LINE_06,857.4,6442.37,24
prod_20260112_002,2026-01-12,PLANT_US_01,PROD_GLASS_C3,3181,MACHINE_LINE_02,842.0,3051.83,95
prod_20260112_003,2026-01-12,PLANT_US_01,PROD_GLASS_A1,6157,MACHINE_LINE_02,860.1,5590.13,3
prod_20260112_004,2026-01-12,PLANT_US_01,PROD_GLASS_B2,5083,MACHINE_LINE_05,837.6,4309.06,16
prod_20260112_005,2026-01-12,PLANT_EU_01,PROD_GLASS_B2,4024,MACHINE_LINE_07,874.2,3506.66,67
prod_20260112_006,2026-01-12,PLANT_EU_01,PROD_GLASS_C3,4589,MACHINE_LINE_05,841.3,4393.44,5
prod_20260112_007,2026-01-12,PLANT_EU_01,PROD_GLASS_B2,6735,MACHINE_LINE_03,840.5,6371.45,3
prod_20260112_008,2026-01-12,PLANT_APAC_01,PROD_GLASS_A1,3053,MACHINE_LINE_04,854.4,2587.99,13
prod_20260112_009,2026-01-12,PLANT_EU_01,PROD_GLASS_B2,4129,MACHINE_LINE_05,864.8,3684.23,10
prod_20260112_010,2026-01-12,PLANT_APAC_01,PROD_GLASS_A1,3538,MACHINE_LINE_04,875.4,2928.6,105
prod_20260112_011,2026-01-12,PLANT_US_01,PROD_GLASS_C3,4412,MACHINE_LINE_06,876.0,3789.46,6
prod_20260112_012,2026-01-12,PLANT_US_01,PROD_GLASS_B2,4994,MACHINE_LINE_03,839.0,4590.91,28
