supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Packaging,2026-01-23,2026-01-23,0,92.4
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-01-21,2026-01-21,0,94.0
SUP_METAL_FRAME_01,Supplier_01,Components,2026-01-26,2026-01-24,2,94.5
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-01-24,2026-01-24,0,92.1
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-01-22,2026-01-22,0,89.5
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-01-20,2026-01-20,0,89.6
SUP_LOGISTICS_01,Supplier_01,Components,2026-01-23,2026-01-23,0,93.6
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-01-21,2026-01-21,0,86.1
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-01-24,2026-01-24,0,90.0
SUP_PACKAGING_01,Supplier_01,Logistics,2026-01-22,2026-01-22,0,86.0
SUP_PACKAGING_02,Supplier_02,Raw Materials,2026-01-21,2026-01-21,0,86.1
