quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260407_001,2026-04-07,PROD_GLASS_B2,BATCH_2026_04_07_001,132,BUBBLE,1.49
qual_20260407_002,2026-04-07,PROD_GLASS_C3,BATCH_2026_04_07_002,65,BUBBLE,1.47
qual_20260407_003,2026-04-07,PROD_GLASS_B2,BATCH_2026_04_07_003,26,DISCOLORATION,0.62
qual_20260407_004,2026-04-07,PROD_GLASS_C3,BATCH_2026_04_07_004,65,OTHER,1.16
qual_20260407_005,2026-04-07,PROD_GLASS_A1,BATCH_2026_04_07_005,9,CRACK,0.19
qual_20260407_006,2026-04-07,PROD_GLASS_C3,BATCH_2026_04_07_006,39,DISCOLORATION,0.92
qual_20260407_007,2026-04-07,PROD_GLASS_C3,BATCH_2026_04_07_007,77,SURFACE_SCRATCH,0.84
qual_20260407_008,2026-04-07,PROD_GLASS_C3,BATCH_2026_04_07_008,81,SURFACE_SCRATCH,0.95
qual_20260407_009,2026-04-07,PROD_GLASS_A1,BATCH_2026_04_07_009,25,SURFACE_SCRATCH,0.62
qual_20260407_010,2026-04-07,PROD_GLASS_C3,BATCH_2026_04_07_010,100,SURFACE_SCRATCH,1.01
qual_20260407_011,2026-04-07,PROD_GLASS_B2,BATCH_2026_04_07_011,58,SURFACE_SCRATCH,0.91
qual_20260407_012,2026-04-07,PROD_GLASS_A1,BATCH_2026_04_07_012,19,BUBBLE,0.43
