shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260115_001,PO_2026_01_001,PROD_GLASS_B2,2182,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_03,2026-01-09,2026-01-24,2026-01-24,0,DELIVERED
ship_20260115_002,PO_2026_01_002,PROD_GLASS_A1,2199,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-01-12,2026-01-22,2026-01-25,3,DELIVERED
ship_20260115_003,PO_2026_01_003,PROD_GLASS_A1,2150,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_01,2026-01-14,2026-01-27,2026-01-27,0,DELIVERED
ship_20260115_004,PO_2026_01_004,PROD_GLASS_B2,2409,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_02,2026-01-12,2026-01-24,2026-01-24,0,DELIVERED
ship_20260115_005,PO_2026_01_005,PROD_GLASS_A1,1322,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-01-10,2026-01-24,2026-01-24,0,DELIVERED
ship_20260115_006,PO_2026_01_006,PROD_GLASS_C3,2443,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_02,2026-01-15,2026-01-22,,0,PENDING
ship_20260115_007,PO_2026_01_007,PROD_GLASS_A1,2433,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_01,2026-01-11,2026-02-01,2026-02-01,0,DELIVERED
ship_20260115_008,PO_2026_01_008,PROD_GLASS_C3,2435,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_02,2026-01-07,2026-01-22,,0,IN_TRANSIT
ship_20260115_009,PO_2026_01_009,PROD_GLASS_B2,646,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_01,2026-01-08,2026-02-05,2026-02-08,3,DELIVERED
ship_20260115_010,PO_2026_01_010,PROD_GLASS_A1,2298,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2026-01-15,2026-02-06,,0,PENDING
