supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-01-07,2026-01-07,0,90.2
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-01-10,2026-01-10,0,86.8
SUP_METAL_FRAME_01,Supplier_01,Components,2026-01-11,2026-01-11,0,90.4
SUP_METAL_FRAME_02,Supplier_02,Components,2026-01-10,2026-01-10,0,98.3
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-01-10,2026-01-10,0,92.5
SUP_ADHESIVE_02,Supplier_02,Components,2026-01-08,2026-01-08,0,90.8
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-01-09,2026-01-09,0,94.2
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-01-07,2026-01-07,0,93.9
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-01-11,2026-01-11,0,89.1
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-01-11,2026-01-10,1,91.4
SUP_PACKAGING_02,Supplier_02,Packaging,2026-01-08,2026-01-08,0,88.6
