production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260110_001,2026-01-10,PLANT_US_01,PROD_GLASS_A1,5161,MACHINE_LINE_07,846.4,4821.08,8
prod_20260110_002,2026-01-10,PLANT_APAC_01,PROD_GLASS_A1,6440,MACHINE_LINE_07,864.9,5992.79,29
prod_20260110_003,2026-01-10,PLANT_APAC_01,PROD_GLASS_A1,4902,MACHINE_LINE_05,837.0,4526.77,28
prod_20260110_004,2026-01-10,PLANT_EU_01,PROD_GLASS_B2,3358,MACHINE_LINE_01,842.3,2970.84,2
prod_20260110_005,2026-01-10,PLANT_APAC_01,PROD_GLASS_B2,5560,MACHINE_LINE_02,833.8,4993.13,14
prod_20260110_006,2026-01-10,PLANT_EU_01,PROD_GLASS_A1,5773,MACHINE_LINE_01,871.5,5388.13,9
prod_20260110_007,2026-01-10,PLANT_APAC_01,PROD_GLASS_A1,4855,MACHINE_LINE_01,870.1,4018.48,1
prod_20260110_008,2026-01-10,PLANT_US_01,PROD_GLASS_A1,4324,MACHINE_LINE_02,848.7,3846.27,20
prod_20260110_009,2026-01-10,PLANT_APAC_01,PROD_GLASS_C3,3687,MACHINE_LINE_01,855.6,3304.18,16
prod_20260110_010,2026-01-10,PLANT_EU_01,PROD_GLASS_A1,6896,MACHINE_LINE_04,853.6,6154.83,4
prod_20260110_011,2026-01-10,PLANT_EU_01,PROD_GLASS_C3,6428,MACHINE_LINE_07,860.1,5931.43,27
prod_20260110_012,2026-01-10,PLANT_US_01,PROD_GLASS_B2,3625,MACHINE_LINE_02,838.3,3665.72,47
