production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260324_001,2026-03-24,PLANT_US_01,PROD_GLASS_B2,4648,MACHINE_LINE_03,850.8,3864.67,27
prod_20260324_002,2026-03-24,PLANT_EU_01,PROD_GLASS_B2,6516,MACHINE_LINE_06,864.9,5895.43,26
prod_20260324_003,2026-03-24,PLANT_EU_01,PROD_GLASS_A1,4780,MACHINE_LINE_02,837.6,4218.95,4
prod_20260324_004,2026-03-24,PLANT_EU_01,PROD_GLASS_B2,4436,MACHINE_LINE_04,842.1,3833.49,16
prod_20260324_005,2026-03-24,PLANT_US_01,PROD_GLASS_C3,5629,MACHINE_LINE_02,838.3,5017.62,7
prod_20260324_006,2026-03-24,PLANT_US_01,PROD_GLASS_A1,3816,MACHINE_LINE_05,828.4,3216.73,21
prod_20260324_007,2026-03-24,PLANT_US_01,PROD_GLASS_A1,3834,MACHINE_LINE_06,852.6,2851.6,7
prod_20260324_008,2026-03-24,PLANT_APAC_01,PROD_GLASS_A1,6415,MACHINE_LINE_05,836.0,6128.61,15
prod_20260324_009,2026-03-24,PLANT_APAC_01,PROD_GLASS_A1,5221,MACHINE_LINE_06,864.3,4655.34,1
prod_20260324_010,2026-03-24,PLANT_EU_01,PROD_GLASS_B2,4455,MACHINE_LINE_07,846.5,4009.2,8
prod_20260324_011,2026-03-24,PLANT_EU_01,PROD_GLASS_B2,6266,MACHINE_LINE_05,870.2,5757.32,13
prod_20260324_012,2026-03-24,PLANT_APAC_01,PROD_GLASS_A1,6842,MACHINE_LINE_02,835.5,6105.03,18
