supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Packaging,2026-01-25,2026-01-25,0,97.2
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-01-24,2026-01-24,0,84.0
SUP_METAL_FRAME_01,Supplier_01,Components,2026-01-26,2026-01-26,0,91.5
SUP_METAL_FRAME_02,Supplier_02,Raw Materials,2026-01-25,2026-01-25,0,90.9
SUP_ADHESIVE_01,Supplier_01,Components,2026-01-27,2026-01-27,0,88.3
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-01-25,2026-01-25,0,93.4
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-01-28,2026-01-28,0,91.7
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-01-27,2026-01-27,0,96.1
SUP_LOGISTICS_03,Supplier_03,Components,2026-01-24,2026-01-24,0,92.0
SUP_PACKAGING_01,Supplier_01,Components,2026-01-27,2026-01-27,0,86.8
SUP_PACKAGING_02,Supplier_02,Components,2026-01-27,2026-01-27,0,85.9
