quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260313_001,2026-03-13,PROD_GLASS_B2,BATCH_2026_03_13_001,17,BUBBLE,0.22
qual_20260313_002,2026-03-13,PROD_GLASS_B2,BATCH_2026_03_13_002,55,SURFACE_SCRATCH,0.97
qual_20260313_003,2026-03-13,PROD_GLASS_A1,BATCH_2026_03_13_003,40,DISCOLORATION,0.41
qual_20260313_004,2026-03-13,PROD_GLASS_A1,BATCH_2026_03_13_004,231,DISCOLORATION,2.95
qual_20260313_005,2026-03-13,PROD_GLASS_B2,BATCH_2026_03_13_005,49,SURFACE_SCRATCH,0.78
qual_20260313_006,2026-03-13,PROD_GLASS_C3,BATCH_2026_03_13_006,37,DISCOLORATION,0.83
qual_20260313_007,2026-03-13,PROD_GLASS_B2,BATCH_2026_03_13_007,27,OTHER,0.28
qual_20260313_008,2026-03-13,PROD_GLASS_A1,BATCH_2026_03_13_008,14,SURFACE_SCRATCH,0.15
qual_20260313_009,2026-03-13,PROD_GLASS_B2,BATCH_2026_03_13_009,133,OTHER,1.41
qual_20260313_010,2026-03-13,PROD_GLASS_C3,BATCH_2026_03_13_010,50,OTHER,0.57
qual_20260313_011,2026-03-13,PROD_GLASS_C3,BATCH_2026_03_13_011,118,CRACK,1.41
qual_20260313_012,2026-03-13,PROD_GLASS_A1,BATCH_2026_03_13_012,44,CRACK,0.52
