quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260404_001,2026-04-04,PROD_GLASS_B2,BATCH_2026_04_04_001,154,SURFACE_SCRATCH,2.9
qual_20260404_002,2026-04-04,PROD_GLASS_C3,BATCH_2026_04_04_002,71,OTHER,1.09
qual_20260404_003,2026-04-04,PROD_GLASS_A1,BATCH_2026_04_04_003,297,SURFACE_SCRATCH,4.22
qual_20260404_004,2026-04-04,PROD_GLASS_C3,BATCH_2026_04_04_004,90,BUBBLE,1.05
qual_20260404_005,2026-04-04,PROD_GLASS_B2,BATCH_2026_04_04_005,109,BUBBLE,1.41
qual_20260404_006,2026-04-04,PROD_GLASS_B2,BATCH_2026_04_04_006,117,OTHER,1.22
qual_20260404_007,2026-04-04,PROD_GLASS_A1,BATCH_2026_04_04_007,70,BUBBLE,1.17
qual_20260404_008,2026-04-04,PROD_GLASS_A1,BATCH_2026_04_04_008,28,CRACK,0.34
qual_20260404_009,2026-04-04,PROD_GLASS_A1,BATCH_2026_04_04_009,19,DISCOLORATION,0.46
qual_20260404_010,2026-04-04,PROD_GLASS_B2,BATCH_2026_04_04_010,111,OTHER,1.4
qual_20260404_011,2026-04-04,PROD_GLASS_A1,BATCH_2026_04_04_011,12,SURFACE_SCRATCH,0.22
qual_20260404_012,2026-04-04,PROD_GLASS_C3,BATCH_2026_04_04_012,90,SURFACE_SCRATCH,1.32
