supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Components,2026-01-19,2026-01-19,0,90.7
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-01-21,2026-01-20,1,87.8
SUP_METAL_FRAME_01,Supplier_01,Components,2026-01-20,2026-01-20,0,83.7
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-01-19,2026-01-19,0,89.8
SUP_ADHESIVE_01,Supplier_01,Components,2026-01-19,2026-01-19,0,93.2
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-01-20,2026-01-20,0,86.9
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-01-19,2026-01-19,0,94.8
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-01-22,2026-01-21,1,92.2
SUP_LOGISTICS_03,Supplier_03,Components,2026-01-17,2026-01-17,0,95.4
SUP_PACKAGING_01,Supplier_01,Logistics,2026-01-22,2026-01-21,1,93.0
SUP_PACKAGING_02,Supplier_02,Raw Materials,2026-01-17,2026-01-17,0,92.4
