inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260328_01,2026-03-28,PROD_GLASS_A1,WAREHOUSE_US_01,13670,31174,830,44014
inv_20260328_02,2026-03-28,PROD_GLASS_A1,WAREHOUSE_EU_01,7055,31174,0,38229
inv_20260328_03,2026-03-28,PROD_GLASS_A1,WAREHOUSE_APAC_01,7158,31174,1915,36417
inv_20260328_04,2026-03-28,PROD_GLASS_A1,WAREHOUSE_US_02,9821,31174,0,40995
inv_20260328_05,2026-03-28,PROD_GLASS_A1,WAREHOUSE_APAC_02,9964,31174,0,41138
inv_20260328_06,2026-03-28,PROD_GLASS_A1,WAREHOUSE_EU_02,10436,31174,0,41610
inv_20260328_07,2026-03-28,PROD_GLASS_B2,WAREHOUSE_US_01,10032,17291,3260,24063
inv_20260328_08,2026-03-28,PROD_GLASS_B2,WAREHOUSE_EU_01,5772,17291,2946,20117
inv_20260328_09,2026-03-28,PROD_GLASS_B2,WAREHOUSE_APAC_01,9892,17291,0,27183
inv_20260328_10,2026-03-28,PROD_GLASS_B2,WAREHOUSE_US_02,7540,17291,0,24831
inv_20260328_11,2026-03-28,PROD_GLASS_B2,WAREHOUSE_APAC_02,13087,17291,0,30378
inv_20260328_12,2026-03-28,PROD_GLASS_B2,WAREHOUSE_EU_02,12263,17291,0,29554
inv_20260328_13,2026-03-28,PROD_GLASS_C3,WAREHOUSE_US_01,8715,15041,766,22990
inv_20260328_14,2026-03-28,PROD_GLASS_C3,WAREHOUSE_EU_01,10963,15041,0,26004
inv_20260328_15,2026-03-28,PROD_GLASS_C3,WAREHOUSE_APAC_01,9225,15041,0,24266
inv_20260328_16,2026-03-28,PROD_GLASS_C3,WAREHOUSE_US_02,4671,15041,0,19712
inv_20260328_17,2026-03-28,PROD_GLASS_C3,WAREHOUSE_APAC_02,10935,15041,0,25976
inv_20260328_18,2026-03-28,PROD_GLASS_C3,WAREHOUSE_EU_02,7704,15041,0,22745
