quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260203_001,2026-02-03,PROD_GLASS_C3,BATCH_2026_02_03_001,84,OTHER,1.35
qual_20260203_002,2026-02-03,PROD_GLASS_B2,BATCH_2026_02_03_002,18,OTHER,0.45
qual_20260203_003,2026-02-03,PROD_GLASS_C3,BATCH_2026_02_03_003,61,DIMENSION_OFF,1.4
qual_20260203_004,2026-02-03,PROD_GLASS_C3,BATCH_2026_02_03_004,72,CRACK,0.87
qual_20260203_005,2026-02-03,PROD_GLASS_C3,BATCH_2026_02_03_005,52,DISCOLORATION,0.55
qual_20260203_006,2026-02-03,PROD_GLASS_B2,BATCH_2026_02_03_006,28,BUBBLE,0.31
qual_20260203_007,2026-02-03,PROD_GLASS_B2,BATCH_2026_02_03_007,30,OTHER,0.41
qual_20260203_008,2026-02-03,PROD_GLASS_B2,BATCH_2026_02_03_008,270,SURFACE_SCRATCH,2.75
qual_20260203_009,2026-02-03,PROD_GLASS_C3,BATCH_2026_02_03_009,31,BUBBLE,0.62
qual_20260203_010,2026-02-03,PROD_GLASS_C3,BATCH_2026_02_03_010,55,CRACK,0.62
qual_20260203_011,2026-02-03,PROD_GLASS_C3,BATCH_2026_02_03_011,59,DISCOLORATION,0.72
qual_20260203_012,2026-02-03,PROD_GLASS_C3,BATCH_2026_02_03_012,24,BUBBLE,0.38
