quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260316_001,2026-03-16,PROD_GLASS_B2,BATCH_2026_03_16_001,94,CRACK,1.46
qual_20260316_002,2026-03-16,PROD_GLASS_C3,BATCH_2026_03_16_002,113,OTHER,1.45
qual_20260316_003,2026-03-16,PROD_GLASS_C3,BATCH_2026_03_16_003,249,DIMENSION_OFF,3.68
qual_20260316_004,2026-03-16,PROD_GLASS_B2,BATCH_2026_03_16_004,41,SURFACE_SCRATCH,0.49
qual_20260316_005,2026-03-16,PROD_GLASS_B2,BATCH_2026_03_16_005,120,BUBBLE,1.22
qual_20260316_006,2026-03-16,PROD_GLASS_A1,BATCH_2026_03_16_006,85,DIMENSION_OFF,1.37
qual_20260316_007,2026-03-16,PROD_GLASS_A1,BATCH_2026_03_16_007,85,SURFACE_SCRATCH,1.39
qual_20260316_008,2026-03-16,PROD_GLASS_B2,BATCH_2026_03_16_008,94,BUBBLE,0.97
qual_20260316_009,2026-03-16,PROD_GLASS_B2,BATCH_2026_03_16_009,51,DIMENSION_OFF,0.9
qual_20260316_010,2026-03-16,PROD_GLASS_B2,BATCH_2026_03_16_010,49,CRACK,0.63
qual_20260316_011,2026-03-16,PROD_GLASS_B2,BATCH_2026_03_16_011,26,DIMENSION_OFF,0.63
qual_20260316_012,2026-03-16,PROD_GLASS_A1,BATCH_2026_03_16_012,94,BUBBLE,1.04
