inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260318_01,2026-03-18,PROD_GLASS_A1,WAREHOUSE_US_01,10146,21410,0,31556
inv_20260318_02,2026-03-18,PROD_GLASS_A1,WAREHOUSE_EU_01,5728,21410,747,26391
inv_20260318_03,2026-03-18,PROD_GLASS_A1,WAREHOUSE_APAC_01,11621,21410,0,33031
inv_20260318_04,2026-03-18,PROD_GLASS_A1,WAREHOUSE_US_02,7231,21410,0,28641
inv_20260318_05,2026-03-18,PROD_GLASS_A1,WAREHOUSE_APAC_02,8455,21410,0,29865
inv_20260318_06,2026-03-18,PROD_GLASS_A1,WAREHOUSE_EU_02,11117,21410,0,32527
inv_20260318_07,2026-03-18,PROD_GLASS_B2,WAREHOUSE_US_01,11951,24130,3689,32392
inv_20260318_08,2026-03-18,PROD_GLASS_B2,WAREHOUSE_EU_01,13534,24130,0,37664
inv_20260318_09,2026-03-18,PROD_GLASS_B2,WAREHOUSE_APAC_01,6861,24130,0,30991
inv_20260318_10,2026-03-18,PROD_GLASS_B2,WAREHOUSE_US_02,6799,24130,0,30929
inv_20260318_11,2026-03-18,PROD_GLASS_B2,WAREHOUSE_APAC_02,6219,24130,0,30349
inv_20260318_12,2026-03-18,PROD_GLASS_B2,WAREHOUSE_EU_02,12661,24130,0,36791
inv_20260318_13,2026-03-18,PROD_GLASS_C3,WAREHOUSE_US_01,6827,12852,1128,18551
inv_20260318_14,2026-03-18,PROD_GLASS_C3,WAREHOUSE_EU_01,14471,12852,2805,24518
inv_20260318_15,2026-03-18,PROD_GLASS_C3,WAREHOUSE_APAC_01,6227,12852,0,19079
inv_20260318_16,2026-03-18,PROD_GLASS_C3,WAREHOUSE_US_02,5931,12852,0,18783
inv_20260318_17,2026-03-18,PROD_GLASS_C3,WAREHOUSE_APAC_02,12509,12852,0,25361
inv_20260318_18,2026-03-18,PROD_GLASS_C3,WAREHOUSE_EU_02,8014,12852,0,20866
