production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260124_001,2026-01-24,PLANT_US_01,PROD_GLASS_A1,5807,MACHINE_LINE_03,840.5,5396.61,21
prod_20260124_002,2026-01-24,PLANT_US_01,PROD_GLASS_A1,3406,MACHINE_LINE_06,833.3,3171.79,57
prod_20260124_003,2026-01-24,PLANT_EU_01,PROD_GLASS_B2,4442,MACHINE_LINE_02,839.4,3980.57,14
prod_20260124_004,2026-01-24,PLANT_EU_01,PROD_GLASS_A1,4243,MACHINE_LINE_06,855.8,3870.16,4
prod_20260124_005,2026-01-24,PLANT_EU_01,PROD_GLASS_B2,3350,MACHINE_LINE_03,864.6,2723.81,55
prod_20260124_006,2026-01-24,PLANT_US_01,PROD_GLASS_B2,6244,MACHINE_LINE_03,868.6,5783.34,0
prod_20260124_007,2026-01-24,PLANT_APAC_01,PROD_GLASS_B2,3176,MACHINE_LINE_01,842.8,2939.12,54
prod_20260124_008,2026-01-24,PLANT_APAC_01,PROD_GLASS_A1,6483,MACHINE_LINE_03,843.0,6120.62,20
prod_20260124_009,2026-01-24,PLANT_APAC_01,PROD_GLASS_C3,3956,MACHINE_LINE_06,826.1,3563.63,4
prod_20260124_010,2026-01-24,PLANT_APAC_01,PROD_GLASS_C3,5408,MACHINE_LINE_03,890.8,4955.77,7
prod_20260124_011,2026-01-24,PLANT_EU_01,PROD_GLASS_A1,4532,MACHINE_LINE_06,861.1,3812.67,23
prod_20260124_012,2026-01-24,PLANT_EU_01,PROD_GLASS_B2,3276,MACHINE_LINE_07,803.0,2909.68,22
