quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260108_001,2026-01-08,PROD_GLASS_C3,BATCH_2026_01_08_001,85,DIMENSION_OFF,1.33
qual_20260108_002,2026-01-08,PROD_GLASS_C3,BATCH_2026_01_08_002,35,SURFACE_SCRATCH,0.83
qual_20260108_003,2026-01-08,PROD_GLASS_B2,BATCH_2026_01_08_003,72,CRACK,1.4
qual_20260108_004,2026-01-08,PROD_GLASS_C3,BATCH_2026_01_08_004,216,SURFACE_SCRATCH,3.29
qual_20260108_005,2026-01-08,PROD_GLASS_A1,BATCH_2026_01_08_005,22,OTHER,0.28
qual_20260108_006,2026-01-08,PROD_GLASS_B2,BATCH_2026_01_08_006,42,OTHER,0.73
qual_20260108_007,2026-01-08,PROD_GLASS_C3,BATCH_2026_01_08_007,348,OTHER,4.88
qual_20260108_008,2026-01-08,PROD_GLASS_C3,BATCH_2026_01_08_008,59,BUBBLE,1.12
qual_20260108_009,2026-01-08,PROD_GLASS_C3,BATCH_2026_01_08_009,272,SURFACE_SCRATCH,3.77
qual_20260108_010,2026-01-08,PROD_GLASS_C3,BATCH_2026_01_08_010,131,BUBBLE,1.41
qual_20260108_011,2026-01-08,PROD_GLASS_A1,BATCH_2026_01_08_011,401,DISCOLORATION,4.84
qual_20260108_012,2026-01-08,PROD_GLASS_C3,BATCH_2026_01_08_012,19,OTHER,0.2
