supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-03-28,2026-03-28,0,93.7
SUP_GLASS_RAW_02,Supplier_02,Logistics,2026-03-24,2026-03-24,0,97.4
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-03-26,2026-03-26,0,90.7
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-03-24,2026-03-24,0,88.7
SUP_ADHESIVE_01,Supplier_01,Packaging,2026-03-27,2026-03-27,0,98.4
SUP_ADHESIVE_02,Supplier_02,Components,2026-03-24,2026-03-24,0,98.9
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-03-25,2026-03-25,0,89.3
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-03-26,2026-03-26,0,89.3
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-03-24,2026-03-24,0,92.1
SUP_PACKAGING_01,Supplier_01,Packaging,2026-03-25,2026-03-25,0,91.8
SUP_PACKAGING_02,Supplier_02,Logistics,2026-03-25,2026-03-25,0,91.2
