shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260407_001,PO_2026_04_001,PROD_GLASS_B2,1858,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_02,2026-04-05,2026-04-12,2026-04-12,0,DELIVERED
ship_20260407_002,PO_2026_04_002,PROD_GLASS_C3,565,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_01,2026-04-02,2026-04-13,,0,IN_TRANSIT
ship_20260407_003,PO_2026_04_003,PROD_GLASS_C3,2147,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_02,2026-04-07,2026-04-16,,0,PENDING
ship_20260407_004,PO_2026_04_004,PROD_GLASS_A1,1217,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_02,2026-03-31,2026-04-22,2026-04-22,0,DELIVERED
ship_20260407_005,PO_2026_04_005,PROD_GLASS_B2,636,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_01,2026-04-06,2026-04-28,2026-04-28,0,DELIVERED
ship_20260407_006,PO_2026_04_006,PROD_GLASS_A1,1738,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-04-05,2026-04-24,2026-04-24,0,DELIVERED
ship_20260407_007,PO_2026_04_007,PROD_GLASS_A1,2226,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_01,2026-04-04,2026-04-12,,0,IN_TRANSIT
ship_20260407_008,PO_2026_04_008,PROD_GLASS_B2,1052,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-03-29,2026-04-17,,0,IN_TRANSIT
ship_20260407_009,PO_2026_04_009,PROD_GLASS_B2,1896,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_01,2026-04-07,2026-04-15,,0,PENDING
ship_20260407_010,PO_2026_04_010,PROD_GLASS_C3,1968,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_02,2026-04-07,2026-04-15,,0,PENDING
