shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260201_001,PO_2026_02_001,PROD_GLASS_B2,1037,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_02,2026-01-29,2026-02-08,2026-02-08,0,DELIVERED
ship_20260201_002,PO_2026_02_002,PROD_GLASS_B2,1285,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-02-01,2026-02-06,,0,PENDING
ship_20260201_003,PO_2026_02_003,PROD_GLASS_A1,796,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_01,2026-02-01,2026-02-24,,0,PENDING
ship_20260201_004,PO_2026_02_004,PROD_GLASS_C3,1554,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-02-01,2026-02-10,,0,PENDING
ship_20260201_005,PO_2026_02_005,PROD_GLASS_C3,1809,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-01-29,2026-02-17,2026-02-17,0,DELIVERED
ship_20260201_006,PO_2026_02_006,PROD_GLASS_A1,630,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-01-25,2026-02-16,,0,IN_TRANSIT
ship_20260201_007,PO_2026_02_007,PROD_GLASS_C3,1561,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-01-24,2026-02-14,2026-02-14,0,DELIVERED
ship_20260201_008,PO_2026_02_008,PROD_GLASS_A1,1915,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-01-31,2026-02-16,2026-02-16,0,DELIVERED
ship_20260201_009,PO_2026_02_009,PROD_GLASS_B2,947,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-01-29,2026-02-10,,0,IN_TRANSIT
ship_20260201_010,PO_2026_02_010,PROD_GLASS_C3,862,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_01,2026-01-23,2026-02-09,2026-02-09,0,DELIVERED
