production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260216_001,2026-02-16,PLANT_APAC_01,PROD_GLASS_A1,5464,MACHINE_LINE_02,860.5,4767.25,23
prod_20260216_002,2026-02-16,PLANT_EU_01,PROD_GLASS_A1,3622,MACHINE_LINE_06,855.2,2836.93,16
prod_20260216_003,2026-02-16,PLANT_US_01,PROD_GLASS_B2,5802,MACHINE_LINE_01,852.4,5060.44,22
prod_20260216_004,2026-02-16,PLANT_US_01,PROD_GLASS_B2,5225,MACHINE_LINE_04,800.9,4796.73,15
prod_20260216_005,2026-02-16,PLANT_EU_01,PROD_GLASS_B2,6922,MACHINE_LINE_07,823.1,6346.0,11
prod_20260216_006,2026-02-16,PLANT_EU_01,PROD_GLASS_B2,5329,MACHINE_LINE_07,854.4,4563.28,18
prod_20260216_007,2026-02-16,PLANT_EU_01,PROD_GLASS_C3,4166,MACHINE_LINE_06,839.1,3603.12,9
prod_20260216_008,2026-02-16,PLANT_EU_01,PROD_GLASS_B2,3736,MACHINE_LINE_02,857.9,3492.79,13
prod_20260216_009,2026-02-16,PLANT_US_01,PROD_GLASS_B2,3860,MACHINE_LINE_02,849.2,3446.16,18
prod_20260216_010,2026-02-16,PLANT_EU_01,PROD_GLASS_A1,4460,MACHINE_LINE_07,871.2,3942.93,76
prod_20260216_011,2026-02-16,PLANT_APAC_01,PROD_GLASS_A1,5583,MACHINE_LINE_06,855.5,5200.63,7
prod_20260216_012,2026-02-16,PLANT_APAC_01,PROD_GLASS_C3,3792,MACHINE_LINE_03,837.3,3433.51,6
