shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260222_001,PO_2026_02_001,PROD_GLASS_A1,2180,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_01,2026-02-22,2026-03-14,,0,PENDING
ship_20260222_002,PO_2026_02_002,PROD_GLASS_C3,2255,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-02-21,2026-02-27,2026-02-27,0,DELIVERED
ship_20260222_003,PO_2026_02_003,PROD_GLASS_C3,837,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_01,2026-02-14,2026-03-03,2026-03-03,0,DELIVERED
ship_20260222_004,PO_2026_02_004,PROD_GLASS_B2,711,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_01,2026-02-22,2026-02-27,,0,PENDING
ship_20260222_005,PO_2026_02_005,PROD_GLASS_B2,756,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_02,2026-02-22,2026-02-27,,0,PENDING
ship_20260222_006,PO_2026_02_006,PROD_GLASS_A1,1565,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-02-15,2026-03-04,,0,IN_TRANSIT
ship_20260222_007,PO_2026_02_007,PROD_GLASS_B2,1672,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2026-02-22,2026-03-09,,0,PENDING
ship_20260222_008,PO_2026_02_008,PROD_GLASS_A1,1125,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-02-22,2026-02-28,,0,PENDING
ship_20260222_009,PO_2026_02_009,PROD_GLASS_C3,1751,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2026-02-22,2026-03-16,,0,PENDING
ship_20260222_010,PO_2026_02_010,PROD_GLASS_A1,1057,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_02,2026-02-14,2026-03-02,2026-03-04,2,DELIVERED
