production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260118_001,2026-01-18,PLANT_US_01,PROD_GLASS_B2,4897,MACHINE_LINE_02,845.9,4632.47,19
prod_20260118_002,2026-01-18,PLANT_US_01,PROD_GLASS_C3,5628,MACHINE_LINE_01,839.3,5118.47,17
prod_20260118_003,2026-01-18,PLANT_US_01,PROD_GLASS_A1,5360,MACHINE_LINE_01,875.7,4758.37,24
prod_20260118_004,2026-01-18,PLANT_EU_01,PROD_GLASS_C3,3588,MACHINE_LINE_07,862.2,3548.53,69
prod_20260118_005,2026-01-18,PLANT_EU_01,PROD_GLASS_A1,4695,MACHINE_LINE_05,860.3,4329.43,9
prod_20260118_006,2026-01-18,PLANT_EU_01,PROD_GLASS_A1,2961,MACHINE_LINE_05,857.9,2710.22,80
prod_20260118_007,2026-01-18,PLANT_EU_01,PROD_GLASS_B2,3336,MACHINE_LINE_07,843.8,3056.63,98
prod_20260118_008,2026-01-18,PLANT_APAC_01,PROD_GLASS_C3,6485,MACHINE_LINE_04,846.6,5728.91,9
prod_20260118_009,2026-01-18,PLANT_APAC_01,PROD_GLASS_B2,4723,MACHINE_LINE_05,844.3,4144.48,24
prod_20260118_010,2026-01-18,PLANT_US_01,PROD_GLASS_B2,3070,MACHINE_LINE_03,861.9,2390.0,28
prod_20260118_011,2026-01-18,PLANT_EU_01,PROD_GLASS_B2,4747,MACHINE_LINE_01,839.4,4224.92,23
prod_20260118_012,2026-01-18,PLANT_US_01,PROD_GLASS_C3,4140,MACHINE_LINE_01,831.0,3591.19,29
