shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260214_001,PO_2026_02_001,PROD_GLASS_C3,900,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_01,2026-02-12,2026-02-23,,0,IN_TRANSIT
ship_20260214_002,PO_2026_02_002,PROD_GLASS_C3,1993,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-02-11,2026-02-26,,0,IN_TRANSIT
ship_20260214_003,PO_2026_02_003,PROD_GLASS_A1,830,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_02,2026-02-13,2026-02-23,,0,IN_TRANSIT
ship_20260214_004,PO_2026_02_004,PROD_GLASS_C3,984,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_02,2026-02-13,2026-03-10,2026-03-10,0,DELIVERED
ship_20260214_005,PO_2026_02_005,PROD_GLASS_C3,765,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_01,2026-02-14,2026-02-22,,0,PENDING
ship_20260214_006,PO_2026_02_006,PROD_GLASS_C3,1208,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2026-02-12,2026-03-03,2026-03-03,0,DELIVERED
ship_20260214_007,PO_2026_02_007,PROD_GLASS_C3,2178,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_02,2026-02-13,2026-02-23,2026-02-23,0,DELIVERED
ship_20260214_008,PO_2026_02_008,PROD_GLASS_C3,852,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-02-14,2026-03-09,,0,PENDING
ship_20260214_009,PO_2026_02_009,PROD_GLASS_A1,2289,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_02,2026-02-08,2026-02-22,,0,IN_TRANSIT
ship_20260214_010,PO_2026_02_010,PROD_GLASS_A1,1976,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_01,2026-02-06,2026-03-02,2026-03-02,0,DELIVERED
