quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260406_001,2026-04-06,PROD_GLASS_B2,BATCH_2026_04_06_001,69,CRACK,0.91
qual_20260406_002,2026-04-06,PROD_GLASS_A1,BATCH_2026_04_06_002,56,BUBBLE,1.02
qual_20260406_003,2026-04-06,PROD_GLASS_A1,BATCH_2026_04_06_003,197,SURFACE_SCRATCH,4.88
qual_20260406_004,2026-04-06,PROD_GLASS_B2,BATCH_2026_04_06_004,225,OTHER,4.08
qual_20260406_005,2026-04-06,PROD_GLASS_B2,BATCH_2026_04_06_005,53,DISCOLORATION,1.22
qual_20260406_006,2026-04-06,PROD_GLASS_A1,BATCH_2026_04_06_006,45,OTHER,0.85
qual_20260406_007,2026-04-06,PROD_GLASS_B2,BATCH_2026_04_06_007,22,OTHER,0.33
qual_20260406_008,2026-04-06,PROD_GLASS_A1,BATCH_2026_04_06_008,100,OTHER,1.29
qual_20260406_009,2026-04-06,PROD_GLASS_B2,BATCH_2026_04_06_009,190,CRACK,2.4
qual_20260406_010,2026-04-06,PROD_GLASS_B2,BATCH_2026_04_06_010,64,DIMENSION_OFF,1.09
qual_20260406_011,2026-04-06,PROD_GLASS_A1,BATCH_2026_04_06_011,224,DISCOLORATION,4.67
qual_20260406_012,2026-04-06,PROD_GLASS_B2,BATCH_2026_04_06_012,55,DISCOLORATION,1.28
