supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-02-04,2026-02-04,0,91.2
SUP_GLASS_RAW_02,Supplier_02,Components,2026-02-05,2026-02-05,0,92.9
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-02-05,2026-02-05,0,90.6
SUP_METAL_FRAME_02,Supplier_02,Raw Materials,2026-02-05,2026-02-05,0,99.7
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-02-02,2026-02-02,0,94.3
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-02-04,2026-02-04,0,89.5
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-02-03,2026-02-03,0,87.4
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-02-07,2026-02-05,2,90.8
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-02-03,2026-02-03,0,95.0
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-02-05,2026-02-05,0,91.6
SUP_PACKAGING_02,Supplier_02,Components,2026-02-03,2026-02-03,0,91.5
