production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260405_001,2026-04-05,PLANT_APAC_01,PROD_GLASS_C3,4776,MACHINE_LINE_04,849.5,4356.55,21
prod_20260405_002,2026-04-05,PLANT_US_01,PROD_GLASS_A1,3930,MACHINE_LINE_05,853.7,3651.19,92
prod_20260405_003,2026-04-05,PLANT_EU_01,PROD_GLASS_C3,4430,MACHINE_LINE_04,853.6,4019.44,1
prod_20260405_004,2026-04-05,PLANT_US_01,PROD_GLASS_C3,2641,MACHINE_LINE_07,836.7,2370.19,61
prod_20260405_005,2026-04-05,PLANT_US_01,PROD_GLASS_B2,3753,MACHINE_LINE_02,850.8,3324.29,17
prod_20260405_006,2026-04-05,PLANT_EU_01,PROD_GLASS_B2,4610,MACHINE_LINE_07,846.0,4353.68,99
prod_20260405_007,2026-04-05,PLANT_US_01,PROD_GLASS_C3,4675,MACHINE_LINE_03,865.8,4553.66,86
prod_20260405_008,2026-04-05,PLANT_APAC_01,PROD_GLASS_B2,6974,MACHINE_LINE_04,830.3,6481.49,27
prod_20260405_009,2026-04-05,PLANT_US_01,PROD_GLASS_B2,4373,MACHINE_LINE_05,855.4,4069.29,1
prod_20260405_010,2026-04-05,PLANT_EU_01,PROD_GLASS_B2,3046,MACHINE_LINE_07,842.4,2742.27,5
prod_20260405_011,2026-04-05,PLANT_EU_01,PROD_GLASS_C3,4463,MACHINE_LINE_05,834.8,4124.02,77
prod_20260405_012,2026-04-05,PLANT_US_01,PROD_GLASS_A1,2185,MACHINE_LINE_03,835.7,1877.99,116
