supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-03-24,2026-03-24,0,92.9
SUP_GLASS_RAW_02,Supplier_02,Logistics,2026-03-24,2026-03-24,0,92.1
SUP_METAL_FRAME_01,Supplier_01,Components,2026-03-22,2026-03-22,0,92.3
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-03-25,2026-03-25,0,87.9
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-03-26,2026-03-26,0,89.1
SUP_ADHESIVE_02,Supplier_02,Components,2026-03-26,2026-03-26,0,87.0
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-03-26,2026-03-24,2,89.2
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-03-24,2026-03-24,0,92.5
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-03-25,2026-03-24,1,94.8
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-03-26,2026-03-26,0,91.4
SUP_PACKAGING_02,Supplier_02,Logistics,2026-03-25,2026-03-24,1,92.0
