shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260215_001,PO_2026_02_001,PROD_GLASS_C3,804,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-02-08,2026-02-22,2026-02-22,0,DELIVERED
ship_20260215_002,PO_2026_02_002,PROD_GLASS_B2,1912,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_02,2026-02-13,2026-02-28,2026-02-28,0,DELIVERED
ship_20260215_003,PO_2026_02_003,PROD_GLASS_A1,2363,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_02,2026-02-10,2026-02-21,2026-02-21,0,DELIVERED
ship_20260215_004,PO_2026_02_004,PROD_GLASS_C3,2009,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_02,2026-02-11,2026-03-07,2026-03-07,0,DELIVERED
ship_20260215_005,PO_2026_02_005,PROD_GLASS_C3,832,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-02-07,2026-02-20,,0,IN_TRANSIT
ship_20260215_006,PO_2026_02_006,PROD_GLASS_B2,1104,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_02,2026-02-14,2026-02-20,2026-02-20,0,DELIVERED
ship_20260215_007,PO_2026_02_007,PROD_GLASS_A1,2346,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-02-12,2026-02-26,2026-02-26,0,DELIVERED
ship_20260215_008,PO_2026_02_008,PROD_GLASS_B2,831,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_02,2026-02-12,2026-02-25,2026-02-25,0,DELIVERED
ship_20260215_009,PO_2026_02_009,PROD_GLASS_B2,1635,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_01,2026-02-07,2026-02-20,,0,IN_TRANSIT
ship_20260215_010,PO_2026_02_010,PROD_GLASS_C3,1534,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-02-12,2026-02-20,2026-02-20,0,DELIVERED
