production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260301_001,2026-03-01,PLANT_US_01,PROD_GLASS_A1,4840,MACHINE_LINE_07,849.1,4168.28,5
prod_20260301_002,2026-03-01,PLANT_EU_01,PROD_GLASS_B2,3877,MACHINE_LINE_01,843.4,3917.93,11
prod_20260301_003,2026-03-01,PLANT_APAC_01,PROD_GLASS_C3,6073,MACHINE_LINE_07,840.2,5585.56,17
prod_20260301_004,2026-03-01,PLANT_US_01,PROD_GLASS_C3,3711,MACHINE_LINE_06,821.3,3498.63,0
prod_20260301_005,2026-03-01,PLANT_EU_01,PROD_GLASS_B2,4598,MACHINE_LINE_01,843.3,4445.67,12
prod_20260301_006,2026-03-01,PLANT_EU_01,PROD_GLASS_B2,6161,MACHINE_LINE_01,855.9,5629.15,5
prod_20260301_007,2026-03-01,PLANT_APAC_01,PROD_GLASS_A1,5435,MACHINE_LINE_03,838.7,4800.23,5
prod_20260301_008,2026-03-01,PLANT_US_01,PROD_GLASS_C3,6359,MACHINE_LINE_05,873.0,5850.98,10
prod_20260301_009,2026-03-01,PLANT_APAC_01,PROD_GLASS_B2,4890,MACHINE_LINE_04,837.6,4570.74,70
prod_20260301_010,2026-03-01,PLANT_APAC_01,PROD_GLASS_B2,4869,MACHINE_LINE_01,839.5,4441.19,3
prod_20260301_011,2026-03-01,PLANT_EU_01,PROD_GLASS_A1,5659,MACHINE_LINE_07,818.7,4944.78,13
prod_20260301_012,2026-03-01,PLANT_APAC_01,PROD_GLASS_C3,3947,MACHINE_LINE_07,856.9,3776.13,5
