shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260124_001,PO_2026_01_001,PROD_GLASS_B2,1631,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_01,2026-01-24,2026-02-10,,0,PENDING
ship_20260124_002,PO_2026_01_002,PROD_GLASS_B2,2428,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-01-19,2026-02-04,2026-02-04,0,DELIVERED
ship_20260124_003,PO_2026_01_003,PROD_GLASS_C3,2149,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_02,2026-01-21,2026-02-02,,0,IN_TRANSIT
ship_20260124_004,PO_2026_01_004,PROD_GLASS_B2,902,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-01-20,2026-02-08,,0,IN_TRANSIT
ship_20260124_005,PO_2026_01_005,PROD_GLASS_A1,1789,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_01,2026-01-24,2026-02-13,,0,PENDING
ship_20260124_006,PO_2026_01_006,PROD_GLASS_C3,1224,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_02,2026-01-16,2026-02-05,,0,IN_TRANSIT
ship_20260124_007,PO_2026_01_007,PROD_GLASS_A1,2152,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-01-16,2026-02-08,2026-02-08,0,DELIVERED
ship_20260124_008,PO_2026_01_008,PROD_GLASS_B2,1890,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_01,2026-01-19,2026-02-02,,0,IN_TRANSIT
ship_20260124_009,PO_2026_01_009,PROD_GLASS_B2,1101,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_01,2026-01-17,2026-01-29,2026-01-30,1,DELIVERED
ship_20260124_010,PO_2026_01_010,PROD_GLASS_B2,945,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_01,2026-01-24,2026-02-02,,0,PENDING
