shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260120_001,PO_2026_01_001,PROD_GLASS_C3,1361,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_02,2026-01-12,2026-01-28,2026-01-28,0,DELIVERED
ship_20260120_002,PO_2026_01_002,PROD_GLASS_C3,2131,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2026-01-12,2026-02-05,,0,IN_TRANSIT
ship_20260120_003,PO_2026_01_003,PROD_GLASS_B2,1900,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-01-20,2026-02-02,,0,PENDING
ship_20260120_004,PO_2026_01_004,PROD_GLASS_C3,1926,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_02,2026-01-20,2026-01-25,,0,PENDING
ship_20260120_005,PO_2026_01_005,PROD_GLASS_B2,2384,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-01-11,2026-01-28,2026-01-28,0,DELIVERED
ship_20260120_006,PO_2026_01_006,PROD_GLASS_A1,2280,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_01,2026-01-20,2026-02-10,,0,PENDING
ship_20260120_007,PO_2026_01_007,PROD_GLASS_A1,2485,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_02,2026-01-11,2026-01-30,,0,IN_TRANSIT
ship_20260120_008,PO_2026_01_008,PROD_GLASS_C3,853,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_01,2026-01-18,2026-02-09,2026-02-12,3,DELIVERED
ship_20260120_009,PO_2026_01_009,PROD_GLASS_C3,1998,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-01-20,2026-01-28,,0,PENDING
ship_20260120_010,PO_2026_01_010,PROD_GLASS_B2,1937,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_01,2026-01-12,2026-01-28,2026-01-28,0,DELIVERED
