inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260103_01,2026-01-03,PROD_GLASS_A1,WAREHOUSE_US_01,9444,5949,928,14465
inv_20260103_02,2026-01-03,PROD_GLASS_A1,WAREHOUSE_EU_01,14043,5949,0,19992
inv_20260103_03,2026-01-03,PROD_GLASS_A1,WAREHOUSE_APAC_01,4952,5949,0,10901
inv_20260103_04,2026-01-03,PROD_GLASS_A1,WAREHOUSE_US_02,8480,5949,0,14429
inv_20260103_05,2026-01-03,PROD_GLASS_A1,WAREHOUSE_APAC_02,5423,5949,0,11372
inv_20260103_06,2026-01-03,PROD_GLASS_A1,WAREHOUSE_EU_02,13591,5949,0,19540
inv_20260103_07,2026-01-03,PROD_GLASS_B2,WAREHOUSE_US_01,5699,18776,2132,22343
inv_20260103_08,2026-01-03,PROD_GLASS_B2,WAREHOUSE_EU_01,13156,18776,0,31932
inv_20260103_09,2026-01-03,PROD_GLASS_B2,WAREHOUSE_APAC_01,6127,18776,0,24903
inv_20260103_10,2026-01-03,PROD_GLASS_B2,WAREHOUSE_US_02,5341,18776,0,24117
inv_20260103_11,2026-01-03,PROD_GLASS_B2,WAREHOUSE_APAC_02,14650,18776,0,33426
inv_20260103_12,2026-01-03,PROD_GLASS_B2,WAREHOUSE_EU_02,12678,18776,0,31454
inv_20260103_13,2026-01-03,PROD_GLASS_C3,WAREHOUSE_US_01,4614,35330,967,38977
inv_20260103_14,2026-01-03,PROD_GLASS_C3,WAREHOUSE_EU_01,14715,35330,0,50045
inv_20260103_15,2026-01-03,PROD_GLASS_C3,WAREHOUSE_APAC_01,14392,35330,4407,45315
inv_20260103_16,2026-01-03,PROD_GLASS_C3,WAREHOUSE_US_02,7128,35330,0,42458
inv_20260103_17,2026-01-03,PROD_GLASS_C3,WAREHOUSE_APAC_02,13701,35330,0,49031
inv_20260103_18,2026-01-03,PROD_GLASS_C3,WAREHOUSE_EU_02,11094,35330,0,46424
