inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260330_01,2026-03-30,PROD_GLASS_A1,WAREHOUSE_US_01,11038,23337,0,34375
inv_20260330_02,2026-03-30,PROD_GLASS_A1,WAREHOUSE_EU_01,12189,23337,1369,34157
inv_20260330_03,2026-03-30,PROD_GLASS_A1,WAREHOUSE_APAC_01,12034,23337,0,35371
inv_20260330_04,2026-03-30,PROD_GLASS_A1,WAREHOUSE_US_02,7778,23337,0,31115
inv_20260330_05,2026-03-30,PROD_GLASS_A1,WAREHOUSE_APAC_02,5246,23337,0,28583
inv_20260330_06,2026-03-30,PROD_GLASS_A1,WAREHOUSE_EU_02,4410,23337,0,27747
inv_20260330_07,2026-03-30,PROD_GLASS_B2,WAREHOUSE_US_01,11448,17742,2385,26805
inv_20260330_08,2026-03-30,PROD_GLASS_B2,WAREHOUSE_EU_01,10705,17742,0,28447
inv_20260330_09,2026-03-30,PROD_GLASS_B2,WAREHOUSE_APAC_01,5342,17742,1540,21544
inv_20260330_10,2026-03-30,PROD_GLASS_B2,WAREHOUSE_US_02,4474,17742,0,22216
inv_20260330_11,2026-03-30,PROD_GLASS_B2,WAREHOUSE_APAC_02,6800,17742,0,24542
inv_20260330_12,2026-03-30,PROD_GLASS_B2,WAREHOUSE_EU_02,12449,17742,0,30191
inv_20260330_13,2026-03-30,PROD_GLASS_C3,WAREHOUSE_US_01,9900,22800,0,32700
inv_20260330_14,2026-03-30,PROD_GLASS_C3,WAREHOUSE_EU_01,5521,22800,1501,26820
inv_20260330_15,2026-03-30,PROD_GLASS_C3,WAREHOUSE_APAC_01,11509,22800,0,34309
inv_20260330_16,2026-03-30,PROD_GLASS_C3,WAREHOUSE_US_02,8682,22800,0,31482
inv_20260330_17,2026-03-30,PROD_GLASS_C3,WAREHOUSE_APAC_02,4750,22800,0,27550
inv_20260330_18,2026-03-30,PROD_GLASS_C3,WAREHOUSE_EU_02,12733,22800,0,35533
