supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Packaging,2026-01-09,2026-01-09,0,88.1
SUP_GLASS_RAW_02,Supplier_02,Logistics,2026-01-10,2026-01-09,1,90.5
SUP_METAL_FRAME_01,Supplier_01,Packaging,2026-01-11,2026-01-11,0,84.9
SUP_METAL_FRAME_02,Supplier_02,Components,2026-01-10,2026-01-10,0,93.1
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-01-10,2026-01-10,0,85.4
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-01-10,2026-01-10,0,96.3
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-01-10,2026-01-10,0,90.5
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-01-09,2026-01-09,0,89.0
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-01-08,2026-01-08,0,88.2
SUP_PACKAGING_01,Supplier_01,Logistics,2026-01-09,2026-01-09,0,94.8
SUP_PACKAGING_02,Supplier_02,Components,2026-01-08,2026-01-08,0,92.5
