supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-02-06,2026-02-06,0,94.2
SUP_GLASS_RAW_02,Supplier_02,Components,2026-02-02,2026-02-02,0,97.5
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-02-06,2026-02-06,0,91.1
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-02-04,2026-02-04,0,94.6
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-02-06,2026-02-05,1,96.2
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-02-02,2026-02-02,0,93.1
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-02-07,2026-02-06,1,96.6
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-02-05,2026-02-05,0,95.2
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-02-05,2026-02-05,0,98.8
SUP_PACKAGING_01,Supplier_01,Components,2026-02-05,2026-02-03,2,95.5
SUP_PACKAGING_02,Supplier_02,Raw Materials,2026-02-04,2026-02-04,0,92.8
