supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Components,2025-12-30,2025-12-30,0,92.2
SUP_GLASS_RAW_02,Supplier_02,Components,2026-01-02,2026-01-02,0,98.4
SUP_METAL_FRAME_01,Supplier_01,Logistics,2025-12-31,2025-12-31,0,93.3
SUP_METAL_FRAME_02,Supplier_02,Components,2026-01-01,2026-01-01,0,86.5
SUP_ADHESIVE_01,Supplier_01,Logistics,2025-12-31,2025-12-31,0,89.2
SUP_ADHESIVE_02,Supplier_02,Components,2026-01-03,2026-01-01,2,87.9
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-01-01,2026-01-01,0,99.2
SUP_LOGISTICS_02,Supplier_02,Components,2025-12-31,2025-12-31,0,89.5
SUP_LOGISTICS_03,Supplier_03,Raw Materials,2026-01-03,2026-01-01,2,90.2
SUP_PACKAGING_01,Supplier_01,Packaging,2026-01-02,2026-01-02,0,90.1
SUP_PACKAGING_02,Supplier_02,Packaging,2026-01-02,2026-01-02,0,99.4
