supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Components,2026-02-07,2026-02-07,0,95.1
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-02-08,2026-02-08,0,92.7
SUP_METAL_FRAME_01,Supplier_01,Logistics,2026-02-11,2026-02-11,0,90.7
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-02-10,2026-02-10,0,92.7
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-02-09,2026-02-09,0,91.0
SUP_ADHESIVE_02,Supplier_02,Components,2026-02-10,2026-02-10,0,89.5
SUP_LOGISTICS_01,Supplier_01,Components,2026-02-12,2026-02-10,2,95.0
SUP_LOGISTICS_02,Supplier_02,Components,2026-02-10,2026-02-10,0,91.8
SUP_LOGISTICS_03,Supplier_03,Components,2026-02-08,2026-02-08,0,91.7
SUP_PACKAGING_01,Supplier_01,Packaging,2026-02-13,2026-02-11,2,91.8
SUP_PACKAGING_02,Supplier_02,Logistics,2026-02-09,2026-02-09,0,89.4
