inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260326_01,2026-03-26,PROD_GLASS_A1,WAREHOUSE_US_01,11892,25885,0,37777
inv_20260326_02,2026-03-26,PROD_GLASS_A1,WAREHOUSE_EU_01,5103,25885,2459,28529
inv_20260326_03,2026-03-26,PROD_GLASS_A1,WAREHOUSE_APAC_01,12237,25885,687,37435
inv_20260326_04,2026-03-26,PROD_GLASS_A1,WAREHOUSE_US_02,7613,25885,0,33498
inv_20260326_05,2026-03-26,PROD_GLASS_A1,WAREHOUSE_APAC_02,11640,25885,0,37525
inv_20260326_06,2026-03-26,PROD_GLASS_A1,WAREHOUSE_EU_02,7999,25885,0,33884
inv_20260326_07,2026-03-26,PROD_GLASS_B2,WAREHOUSE_US_01,5256,15976,2172,19060
inv_20260326_08,2026-03-26,PROD_GLASS_B2,WAREHOUSE_EU_01,6367,15976,0,22343
inv_20260326_09,2026-03-26,PROD_GLASS_B2,WAREHOUSE_APAC_01,9591,15976,0,25567
inv_20260326_10,2026-03-26,PROD_GLASS_B2,WAREHOUSE_US_02,6476,15976,0,22452
inv_20260326_11,2026-03-26,PROD_GLASS_B2,WAREHOUSE_APAC_02,4435,15976,0,20411
inv_20260326_12,2026-03-26,PROD_GLASS_B2,WAREHOUSE_EU_02,8647,15976,0,24623
inv_20260326_13,2026-03-26,PROD_GLASS_C3,WAREHOUSE_US_01,10530,17083,2993,24620
inv_20260326_14,2026-03-26,PROD_GLASS_C3,WAREHOUSE_EU_01,14569,17083,0,31652
inv_20260326_15,2026-03-26,PROD_GLASS_C3,WAREHOUSE_APAC_01,7610,17083,0,24693
inv_20260326_16,2026-03-26,PROD_GLASS_C3,WAREHOUSE_US_02,11694,17083,0,28777
inv_20260326_17,2026-03-26,PROD_GLASS_C3,WAREHOUSE_APAC_02,11468,17083,0,28551
inv_20260326_18,2026-03-26,PROD_GLASS_C3,WAREHOUSE_EU_02,8196,17083,0,25279
