inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260114_01,2026-01-14,PROD_GLASS_A1,WAREHOUSE_US_01,8088,29263,1630,35721
inv_20260114_02,2026-01-14,PROD_GLASS_A1,WAREHOUSE_EU_01,14149,29263,1055,42357
inv_20260114_03,2026-01-14,PROD_GLASS_A1,WAREHOUSE_APAC_01,7779,29263,0,37042
inv_20260114_04,2026-01-14,PROD_GLASS_A1,WAREHOUSE_US_02,11319,29263,0,40582
inv_20260114_05,2026-01-14,PROD_GLASS_A1,WAREHOUSE_APAC_02,6271,29263,0,35534
inv_20260114_06,2026-01-14,PROD_GLASS_A1,WAREHOUSE_EU_02,5607,29263,0,34870
inv_20260114_07,2026-01-14,PROD_GLASS_B2,WAREHOUSE_US_01,4910,15412,0,20322
inv_20260114_08,2026-01-14,PROD_GLASS_B2,WAREHOUSE_EU_01,10458,15412,0,25870
inv_20260114_09,2026-01-14,PROD_GLASS_B2,WAREHOUSE_APAC_01,13262,15412,2410,26264
inv_20260114_10,2026-01-14,PROD_GLASS_B2,WAREHOUSE_US_02,7981,15412,0,23393
inv_20260114_11,2026-01-14,PROD_GLASS_B2,WAREHOUSE_APAC_02,5792,15412,0,21204
inv_20260114_12,2026-01-14,PROD_GLASS_B2,WAREHOUSE_EU_02,6300,15412,0,21712
inv_20260114_13,2026-01-14,PROD_GLASS_C3,WAREHOUSE_US_01,8314,18824,3113,24025
inv_20260114_14,2026-01-14,PROD_GLASS_C3,WAREHOUSE_EU_01,7901,18824,882,25843
inv_20260114_15,2026-01-14,PROD_GLASS_C3,WAREHOUSE_APAC_01,6391,18824,0,25215
inv_20260114_16,2026-01-14,PROD_GLASS_C3,WAREHOUSE_US_02,14305,18824,0,33129
inv_20260114_17,2026-01-14,PROD_GLASS_C3,WAREHOUSE_APAC_02,6716,18824,0,25540
inv_20260114_18,2026-01-14,PROD_GLASS_C3,WAREHOUSE_EU_02,5372,18824,0,24196
