quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260104_001,2026-01-04,PROD_GLASS_A1,BATCH_2026_01_04_001,66,DIMENSION_OFF,1.18
qual_20260104_002,2026-01-04,PROD_GLASS_A1,BATCH_2026_01_04_002,14,DIMENSION_OFF,0.29
qual_20260104_003,2026-01-04,PROD_GLASS_C3,BATCH_2026_01_04_003,6,DIMENSION_OFF,0.16
qual_20260104_004,2026-01-04,PROD_GLASS_A1,BATCH_2026_01_04_004,24,CRACK,0.46
qual_20260104_005,2026-01-04,PROD_GLASS_C3,BATCH_2026_01_04_005,70,SURFACE_SCRATCH,1.02
qual_20260104_006,2026-01-04,PROD_GLASS_C3,BATCH_2026_01_04_006,53,BUBBLE,0.9
qual_20260104_007,2026-01-04,PROD_GLASS_C3,BATCH_2026_01_04_007,256,OTHER,3.26
qual_20260104_008,2026-01-04,PROD_GLASS_B2,BATCH_2026_01_04_008,22,OTHER,0.46
qual_20260104_009,2026-01-04,PROD_GLASS_B2,BATCH_2026_01_04_009,62,SURFACE_SCRATCH,0.76
qual_20260104_010,2026-01-04,PROD_GLASS_A1,BATCH_2026_01_04_010,96,OTHER,2.09
qual_20260104_011,2026-01-04,PROD_GLASS_A1,BATCH_2026_01_04_011,12,DISCOLORATION,0.25
qual_20260104_012,2026-01-04,PROD_GLASS_C3,BATCH_2026_01_04_012,53,DIMENSION_OFF,1.06
