shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260309_001,PO_2026_03_001,PROD_GLASS_C3,1261,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-03-09,2026-03-17,,0,PENDING
ship_20260309_002,PO_2026_03_002,PROD_GLASS_A1,1446,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_01,2026-03-06,2026-03-17,2026-03-17,0,DELIVERED
ship_20260309_003,PO_2026_03_003,PROD_GLASS_C3,1072,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_02,2026-03-02,2026-03-14,,0,IN_TRANSIT
ship_20260309_004,PO_2026_03_004,PROD_GLASS_B2,1969,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_02,2026-03-09,2026-03-19,,0,PENDING
ship_20260309_005,PO_2026_03_005,PROD_GLASS_C3,1240,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_02,2026-03-06,2026-03-17,2026-03-17,0,DELIVERED
ship_20260309_006,PO_2026_03_006,PROD_GLASS_C3,2327,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-03-02,2026-03-15,2026-03-15,0,DELIVERED
ship_20260309_007,PO_2026_03_007,PROD_GLASS_A1,1117,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-03-03,2026-03-14,2026-03-14,0,DELIVERED
ship_20260309_008,PO_2026_03_008,PROD_GLASS_C3,1439,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_01,2026-03-09,2026-03-16,,0,PENDING
ship_20260309_009,PO_2026_03_009,PROD_GLASS_A1,538,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-03-09,2026-04-01,,0,PENDING
ship_20260309_010,PO_2026_03_010,PROD_GLASS_B2,1448,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-03-09,2026-03-18,,0,PENDING
